filename,cluster_id,image_role,category,themes,suggested_title,description,confidence
468617554_566616829676720_564213782708837601_n.jpg,P022,main,cards,animals,Love Bear with Balloon Card,"A handmade card featuring a quilled teddy bear in pink and rose tones holding a small red heart-shaped balloon on a thin string. Topped with a 'Love' label. A sweet, gentle alternative to the classic heart cards - works for Valentine's, anniversaries, or 'just because'. Internal wording can be customised on request.",high
468577062_566616823010054_2028941905836260170_n.jpg,P022,angle,cards,animals,,,high
468827734_566616836343386_6024772732098666890_n.jpg,P022,angle,cards,animals,,,high
468507351_566616759676727_563071689375665118_n.jpg,P023,main,cards,patterns,Densely Packed Heart Card,A handmade card featuring a quilled heart densely filled with tightly rolled red and burgundy spirals - the most maximalist heart design in the collection. Topped with a 'Happy Valentine's Day' label and coordinating envelope. Internal wording can be customised on request.,high
468535867_566616813010055_5859703564042569963_n.jpg,P023,angle,cards,patterns,,,high
468614824_566616746343395_8072135002885689553_n.jpg,P023,angle,cards,patterns,,,high
471455609_588142917524111_5201425355961342529_n.jpg,P024,main,cards,flowers,Lavender Bouquet Get Well Card,"A handmade card featuring three sprigs of quilled purple lavender with green stems, gathered with a small twine bow. Shown here as a 'Get Well Soon' card, but the lavender motif works equally well for sympathy, thinking-of-you, or thank-you cards. Internal wording and labelled occasion can be customised on request.",high
471583004_588142784190791_3820757110301838068_n.jpg,P024,angle,cards,flowers,,,high
472141132_592920817046321_5266393240573016671_n.jpg,P025,main,cards,nursery,New Baby Card - Boy,"A handmade 'Congratulations, It's a boy' card featuring a pair of quilled baby footprints in soft blues with tiny rolled toes. Layered blue and white panels create a calm, considered nursery-themed design. Comes with a coordinating blue envelope. Pairs with the matching 'It's a girl' card.",high
472235383_592920780379658_98397325152924892_n.jpg,P026,main,cards,nursery,New Baby Card - Girl,"A handmade 'Congratulations, It's a girl' card featuring a pair of quilled baby footprints in soft pinks with tiny rolled toes. Layered pink and white panels create a calm, considered nursery-themed design. Comes with a coordinating pink envelope. Pairs with the matching 'It's a boy' card.",high
468647876_566616573010079_1618534764955452476_n.jpg,P027,main,framed,animals,Quilled Black Cat,"An elegant framed quilling of a sitting cat in profile, rendered entirely in black paper with intricate filigree scrollwork forming the body, tail and decorative interior detail. Mounted in a light oak shadow-box frame against a clean white background - a striking, contemporary piece equally at home in a modern hallway or a quiet reading nook.",high
468831716_566616843010052_5101971310214269695_n.jpg,P028,main,framed,flowers,Framed Sunflower,"A single quilled sunflower with layered yellow and orange petals, a dense dark-brown spiral centre, and swirling green leaves and tendrils filling the surrounding space. Mounted in a white shadow-box frame. A cheerful, warm piece suited to kitchens, dining rooms or bright living spaces.",high
472337659_594462383558831_8403268688906358821_n.jpg,P029,main,framed,trees,Rainbow Tree of Life,"A vibrant tree of life with a black silhouette trunk and visible roots, crowned with hundreds of tightly rolled quilled leaves in every colour of the rainbow. A celebration piece often given to mark new beginnings, weddings, milestone birthdays or family gatherings. Available framed in light oak, white, or black - or unframed - by request. Also available in an autumn palette (warm oranges, browns and dark greens) — see additional photos.",high
474623872_608797592125310_1004574656008767172_n.jpg,P029,angle,framed,trees,,Close-up showing the dimensional quilled leaves standing proud of the surface.,high
474886122_608797105458692_6533461323550398230_n.jpg,P029,angle,framed,trees,,Same artwork in a white frame.,high
474997752_608797525458650_5791822408248207690_n.jpg,P029,angle,framed,trees,,Same artwork in a black frame.,high
480960381_637343349270734_6936067247946353837_n.jpg,P029,angle,framed,trees,,"Autumn palette variant: tree of life with warm oranges, deep browns, and dark greens replacing the rainbow leaves — same composition, completely different mood. Light oak frame, front-on canonical product shot.",high
480828570_637343169270752_6784868346019004175_n.jpg,P029,angle,framed,trees,,Autumn palette variant photographed at a side angle — emphasises the dimensional rolled-paper construction of each leaf.,high
472419557_594465483558521_3842321778232672597_n.jpg,P030,main,framed,nautical,Framed Quilled Sailboat,"A serene quilled sailboat with cream and teal swirled sails, a layered brown hull, and graceful blue-and-white waves beneath. Mounted in a clean white square shadow-box frame. Part of an optional nautical trio (with the lighthouse and anchor) - perfect for coastal homes, beach houses, or seaside-themed nurseries.",high
472511850_594462400225496_5001933170864954186_n.jpg,P030,angle,framed,nautical,,Close-up of the sailboat showing the layered paper edges and swirled detail in the sails.,high
472725114_594465506891852_6369792443175629014_n.jpg,P030,angle,framed,nautical,,Sailboat photographed from a slight angle showing the three-dimensional depth of the piece.,high
474623783_608797538791982_5270769557659473582_n.jpg,P030,angle,framed,nautical,,Side-angle shot in a rope-edged frame variant.,high
472520176_594462370225499_4555524174414196652_n.jpg,P031,main,framed,nautical,Framed Quilled Lighthouse,"A charming quilled lighthouse with a blue-and-white striped tower, a yellow beacon casting horizontal light rays, and swirling deep-blue waves crashing at its base. Mounted in a light oak shadow-box frame edged with rope detail. Part of an optional nautical trio (with the sailboat and anchor) - well suited to coastal homes and children's rooms with a seaside theme.",high
472514035_594465516891851_6630624061008674001_n.jpg,P031,angle,framed,nautical,,Wide shot of the lighthouse showing the rope-edged frame.,high
472711816_594462386892164_1377821221212512196_n.jpg,P031,angle,framed,nautical,,Side-angle close-up showing the depth of the wave detail at the base.,high
475020100_608797542125315_1601564062875313540_n.jpg,P032,main,framed,nautical,Framed Quilled Whale,"A cheerful quilled whale in deep navy and teal with elegant scrollwork detail across its body, spouting twin curls of water from its blowhole. Mounted in a rope-edged white shadow-box frame. Often paired with the personalised initial frame (see Custom Initial pieces) for nursery wall sets.",high
475055919_608797112125358_4897484643581912988_n.jpg,P033,main,framed,nautical,Framed Quilled Nautical Initial,"A personalised statement letter rendered in dark blue and silver-grey quilled scrollwork, with small accent pieces (starfish, shell) tucked into the lower corner. Each piece is made to order for a chosen initial - the example shown features a 'J'. A favourite for nautical-themed nurseries, often commissioned alongside the matching whale piece. Please specify the desired letter when enquiring.",high
475003403_608797488791987_5924840099911912297_n.jpg,P033,angle,framed,nautical,,Side-by-side display showing the initial alongside the matching whale piece - frequently commissioned as a pair.,high
474981836_608797545458648_2053411543228829030_n.jpg,P034,?drop,framed,nautical,,"Studio composite showing the full nautical trio (anchor, sailboat, lighthouse) displayed together on a shelf. Useful as a 'set' marketing shot but not a saleable individual product. Recommend keeping as a homepage/lifestyle hero image rather than a gallery entry - or use as the main image for a future 'Nautical Trio' set product if you'd prefer to sell the three together.",medium
474920475_611487705189632_8143550208605911054_n.jpg,P035,main,framed,"animals,names",Personalised Fox Name Frame,"A made-to-order children's name piece featuring a soft, sleepy-eyed fox in oranges and creams with delicate quilled flourishes on the tail, paired with the child's name in textured navy-and-teal quilled lettering. The example shown features the name 'Hunter'. A popular nursery and first-birthday commission - please specify the name, preferred fox palette, and lettering colour when enquiring.",high
474620199_608439055494497_6147615658933113295_n.jpg,P036,main,framed,insects,Framed Quilled Beetle,"A striking framed quilling of a beetle with iridescent green-and-bronze striped wing cases, a dense filigree thorax in greens and golds, and bold black legs spreading naturalistically across the white background. Mounted in a clean white shadow-box frame. An unusual, scientific-illustration-meets-folk-art piece for studies, libraries or anywhere an entomological accent is welcome.",high
472237361_592936993711370_5854470223333365946_n.jpg,P037,main,framed,"names,flowers",Personalised Floral Name Frame,"A made-to-order personalised name piece featuring crisp white block letters set against a lavish background of pink quilled flowers, swirling filigree, tulips and leaves. The example shown features the name 'Heidi'. Each piece is built up by hand over many hours of layered quilling work - see the process photos in this listing for a glimpse of how it comes together. A favourite for nursery walls, milestone birthdays and personalised wedding or anniversary gifts. Please specify the name, preferred palette, and any flower or motif preferences when enquiring.",high
472316196_593761970295539_5748373022737721281_n.jpg,P037,angle,framed,"names,flowers",,"The finished piece photographed unframed, showing the full density of the floral quilling work and the dimensional layering.",high
472685160_593761830295553_226571267683794717_n.jpg,P037,process,framed,"names,flowers",,"Process shot: the first letter H placed on the backing board, with faint pencil marks indicating where the remaining letters and dots will go.",high
472752655_593761810295555_2924799943785010383_n.jpg,P037,process,framed,"names,flowers",,"Process shot: all five letters laid out and positioned, ready for the decorative quilling work to begin around them.",high
472596056_593762036962199_7959573143249914397_n.jpg,P037,process,framed,"names,flowers",,"Process shot: the first decorative elements begin to take shape - pink swirls, a daisy with leaf, a heart inside the 'e', and quilled flourishes behind the 'd'.",high
471991581_593762013628868_7545954136244432373_n.jpg,P037,process,framed,"names,flowers",,"Process shot: larger flowers and green sprigs added, building up the floral garden that frames the name.",high
472764736_593761996962203_4154835018246697869_n.jpg,P037,process,framed,"names,flowers",,"Process shot: dense pink and cream filigree fills the background between the letters, with stylised daisies and tightly rolled accent pieces nearly complete.",high
475525501_612866885051714_8701381016971518998_n.jpg,P038,main,framed,"names,flowers",Personalised Floral Initial Frame,"A made-to-order personalised initial piece featuring a single tall white block letter set against a lavish background of pink quilled florals, hearts, swirling filigree and rolled roses. A small subtitle reads '...is for [Name]' running vertically beside the letter. The example shown features 'I is for Indiana'. A favourite for nursery walls, christenings, and first-birthday commissions. Please specify the initial letter, the full first name for the subtitle, and any palette preferences when enquiring.",high
475334350_612867015051701_6299722890869680370_n.jpg,P038,angle,framed,"names,flowers",,Styled shot showing the finished piece displayed on a shelf alongside a vase of dried eucalyptus - useful for buyers picturing the piece in a home setting.,high
475318293_612867011718368_4451043946723873515_n.jpg,P038,angle,framed,"names,flowers",,Top-down side angle showing the dimensional depth of the quilled paper rising off the backing board.,high
475834136_612866758385060_7857138088259321304_n.jpg,P038,angle,framed,"names,flowers",,"Side-angle close-up of the right half of the piece, showing the heart cutout detail and the layered rolled roses.",high
475341114_610779105260492_7996690013340258771_n.jpg,P039,main,cards,flowers,Three-Flower Mother's Day Card,"A handmade Mother's Day card featuring three small quilled flowers (pink, peach, and yellow-and-green) set into individual square windows cut into the card front, with a 'Happy Mother's Day' header and a 'Love Ya' tag at the lower corner. A floral patterned spine runs down the left edge. Comes with a coordinating envelope. Internal wording can be customised on request.",high
475545051_612883515050051_8351585442585491891_n.jpg,P040,main,cards,patterns,Mother & Baby Silhouette Card,"A handmade Mother's Day card featuring an elegant single-line black quilled silhouette of a mother cradling her baby, with a rose-gold-framed 'Happy 1st Mother's Day' label below. A striking, minimalist alternative to the floral Mother's Day options. Internal wording and the labelled occasion (e.g. 'Happy Mother's Day' instead of '1st') can be customised on request.",high
475423913_612883265050076_6227328163043462841_n.jpg,P040,angle,cards,patterns,,Side angle showing the dimensional depth of the quilled silhouette and the rose-gold foil detailing on the label.,high
475438911_610779348593801_3780266575064367293_n.jpg,P041,main,cards,flowers,Wisteria Bouquet Mother's Day Card,"A handmade Mother's Day card featuring three sprigs of quilled wisteria — one purple, flanked by two pink — with green leaves and a small butterfly bow at the base. Set on a soft lavender oval background with a 'Happy Mother's Day' banner below. Comes with a coordinating envelope. A close cousin of the all-purple Lavender Bouquet card (see P024); internal wording can be customised on request.",high
475411254_612876905050712_5904985847809387416_n.jpg,P042,main,framed,"animals,nursery",Pink Elephant with Balloons (Framed Nursery Art),"A cheerful framed quilling of a baby elephant with grey body, soft pink ear interiors, a pink bow atop her head, and a cluster of five pink balloons held by hand-drawn strings tied to her tail. The trunk lifts joyfully upward. Mounted in a clean white shadow-box frame. A favourite for baby-girl nurseries; a blue/boy palette variant is available on request — please specify when enquiring.",high
475387293_612876871717382_8395174209351730214_n.jpg,P042,angle,framed,"animals,nursery",,Top-down side angle showing the dimensional rolled-paper construction of the body and balloons.,high
475468248_612876885050714_2649884131438202740_n.jpg,P042,angle,framed,"animals,nursery",,Lifestyle shot of the framed elephant displayed on a shelf between two woven rattan daisies — useful for showing scale and styling context.,high
479185943_624090760595993_8976615788640963331_n.jpg,P043,main,framed,"animals,nursery",Brown Monkey with Balloons (Framed Nursery Art),"A cheerful framed quilling of a baby monkey with a brown body, cream face and ear interiors with pink centres, pink-heart paw pads, a pink bow on the tail, and a cluster of four pink balloons floating above. Mounted in a clean white shadow-box frame. Pairs naturally with the Pink Elephant piece (P042) for a coordinated nursery wall. A blue/boy palette variant is available on request — please specify when enquiring.",high
477561018_624090733929329_8419951226815210140_n.jpg,P043,angle,framed,"animals,nursery",,Top-down side angle showing the rolled-paper depth of the monkey's body and the layered cream-and-pink face detail.,high
479194147_624090737262662_1074877902447927334_n.jpg,P043,angle,framed,"animals,nursery",,Closer side angle showing the face and balloon-string detail from a different perspective.,high
480084299_624090763929326_4828629712395100987_n.jpg,P043,angle,framed,"animals,nursery",,Lifestyle shot of the framed monkey displayed on a shelf alongside woven rattan daisies — matches the styling of the elephant lifestyle shot (image in P042) and the two products are commonly photographed and sold as a coordinated nursery pair.,high
480167213_626836496988086_4087391281548458466_n.jpg,P044,main,framed,"animals,nursery",Pink Panda with Balloons (Framed Nursery Art),"A cheerful framed quilling of a baby panda with the classic black-and-white pattern, soft pink ear interiors and cheek-blush spirals, a pink bow atop the head, a pink pompom tail accent, and a cluster of three pink balloons held by hand-drawn strings. Mounted in a clean white shadow-box frame. The third piece in the Nursery Animals with Balloons series — pairs with the Pink Elephant (P042) and Brown Monkey (P043) to form a coordinated trio. A blue/boy palette variant is available on request — please specify when enquiring.",high
480279974_626836633654739_2690071848658976600_n.jpg,P044,angle,framed,"animals,nursery",,Top-down side angle showing the dimensional depth of the panda's rolled-paper body and the layered ear and balloon construction.,high
480402018_626836740321395_1194150925329208206_n.jpg,P044,angle,framed,"animals,nursery",,"Closer side angle showing the face, pink bow, and cheek-blush detail.",high
480651336_626836290321440_6202857527687244574_n.jpg,P044,angle,framed,"animals,nursery",,Lifestyle shot of the framed panda displayed on a shelf alongside woven rattan daisies — matches the styling of the elephant (P042) and monkey (P043) lifestyle shots.,high
480429958_626836723654730_4703244286540590862_n.jpg,P042-44,?drop,framed,"animals,nursery",,"Studio composite showing the full Nursery Animals trio (elephant, panda, monkey) displayed together on a shelf. Useful as a homepage/lifestyle hero image or as the main shot for a future 'Nursery Animals Trio' set product — not a saleable individual entry. Same treatment as the nautical trio composite (P034). Note: 481145971 is a near-duplicate of this composite shot.",medium
481145971_636103466061389_2371062430919464510_n.jpg,P042-44,?drop,framed,"animals,nursery",,"Second composite/hero shot of the Nursery Animals trio — near-duplicate of 480429958, slightly different framing/positioning. Keep one and drop the other.",medium
480465827_630534976618238_4399150129134139648_n.jpg,P045,main,framed,birds,Framed Quilled Cockatiel,"A beautifully detailed quilled cockatiel with the characteristic yellow head and crest, a vivid orange cheek patch, a soft pink beak, and a layered grey-and-charcoal body with scalloped wing detail. Mounted in a clean white shadow-box frame. Available in white, light oak, or black frame — please specify when ordering. A natural companion piece to the cockatoo and other Australian-native bird studies in the framed birds collection.",high
480515409_631538309851238_8536865185357094465_n.jpg,P045,angle,framed,birds,,Same artwork shown in a light oak frame variant — illustrates the frame-option flexibility.,high
481283459_631538363184566_4805646643058578279_n.jpg,P045,angle,framed,birds,,"Close-up macro showing the yellow head detail, orange cheek patch, and the dimensional rolled-paper scalloping of the wing feathers.",high
481075697_630535269951542_6362761426466355584_n.jpg,P045,angle,framed,birds,,"Side angle of the cockatiel in a white shadow-box frame — shows the dimensional construction of the body, tail, and pink feet.",high
480655648_629847670020302_5281691362989764248_n.jpg,P046,main,framed,"animals,nursery,australiana",Kangaroo with Balloons (Framed Nursery Art - Blue Palette),"A cheerful framed quilling of a baby kangaroo with a soft brown-grey body, tall pink-lined ears, pink cheek-blush spirals, a black nose and whiskers, a blue bow tie, and a cluster of four blue-and-white balloons held by hand-drawn strings. Mounted in a clean white shadow-box frame. The first proven blue/boy-palette entry in the Nursery Animals with Balloons series. A pink/girl palette variant or a different animal in this blue palette is available on request — please specify when enquiring.",high
480566235_629847746686961_5227657179117277045_n.jpg,P046,angle,framed,"animals,nursery,australiana",,Top-down side angle showing the dimensional depth of the kangaroo and the layered balloon construction.,high
480556300_629847780020291_918837247191743784_n.jpg,P046,angle,framed,"animals,nursery,australiana",,Lifestyle shot of the framed kangaroo displayed alongside a soft blue teddy bear — shows scale and the boy-nursery styling context.,high
480567421_629852623353140_8691268417494004739_n.jpg,P047,main,framed,patterns,Abstract Sea-Glass Swirl Wall Art,"A large-scale abstract framed quilling in a soft sea-glass palette — layered ribbons of sage, eucalyptus, cream and dusty teal curl and overlap to create a flowing, calligraphic composition with substantial dimensional depth. Mounted in a clean light oak frame. A statement piece for a hallway, lounge, or above a console table — distinctly different in mood from the figurative and themed work in the rest of the collection.",high
480573572_629852903353112_8384250762006871823_n.jpg,P047,angle,framed,patterns,,Closer side angle showing the depth and the layered ribbon construction.,high
480578705_629852663353136_7686031367258553633_n.jpg,P047,angle,framed,patterns,,Staged interior shot showing the piece hanging above a wooden console table in a panelled hallway — useful for buyers visualising scale and styling context.,medium
480596778_633254856346250_448624847832397125_n.jpg,P048,main,canvas,flowers,Mini Quilled Mandala Canvas,"A small quilled mandala flower mounted on a miniature stretched canvas, displayed on its own little wooden easel — a compact, giftable piece for desks, shelves, or small wall arrangements. The example shown features a radial sunflower-style mandala in yellow and orange petals with a red centre and small blue accent dots. Each canvas is made by hand and the palette can be customised on request — see the alternative palette in the additional image. Comes with the wooden easel.",high
480630787_633254976346238_3735134508249974905_n.jpg,P048,angle,canvas,flowers,,"The same mandala canvas concept in an alternative pink, green and purple palette — illustrates the colour flexibility for bespoke orders.",high
480745049_633255086346227_7419963961006780538_n.jpg,P049,main,canvas,patterns,Mini Rainbow & Hearts Canvas,"A small quilled rainbow arched between two soft white clouds with six tiny pastel hearts (yellow, pink, blue, mint, peach, lilac) scattered around it, mounted on a miniature stretched canvas displayed on its own little wooden easel. A gentle, gift-scale piece well suited to children's rooms, baby shower gifts, or a soft accent on a bedside table. Comes with the wooden easel.",high
480730240_636102402728162_2144814114572083455_n.jpg,P050,main,framed,patterns,Framed Quilled Electric Guitar,"A striking framed quilling of an electric guitar in fiery reds, oranges, and yellows with deep black accents and intricate spiral filigree throughout the body. Hand-drawn musical notes float on a flowing staff from the headstock outward. Mounted in a clean white shadow-box frame. A bold, gift-led piece for a musician, a music room, or a teenager's bedroom. Also available in a monochrome (black, white and grey) palette and in a black frame — see additional photos for palette and frame variants.",high
480877490_636755195996216_4066561382758796241_n.jpg,P050,angle,framed,patterns,,Alternative front-on shot of the warm-fire palette guitar in a white frame — slightly different framing/mat from the canonical main shot.,high
481767740_636102482728154_6468002209167871523_n.jpg,P050,angle,framed,patterns,,"Dramatic side angle of the warm-fire palette guitar in a white frame, foregrounding the dimensional spiral filigree in the guitar body.",high
482224261_636102496061486_1713763000764379218_n.jpg,P050,angle,framed,patterns,,Another side angle of the warm-fire palette guitar in a white frame — shows the rolled-paper construction of the body curves.,high
481956733_636755479329521_1751652983709994082_n.jpg,P050,angle,framed,patterns,,"Palette + frame variant: the same guitar design in a monochrome (black, white, and grey) palette, mounted in a black shadow-box frame. Confirms the monochrome/black-frame combination as a documented variant alongside the warm-fire/white-frame version.",high
481225260_636755199329549_2540423288488959888_n.jpg,P050,angle,framed,patterns,,"Monochrome palette in black frame, photographed from a side angle showing the dimensional spirals.",high
481786588_636755169329552_8504515574579072424_n.jpg,P050,angle,framed,patterns,,"Monochrome palette in black frame, dramatic side angle showing the depth of the rolled-paper construction.",high
